"","Row.names","Log2FoldChange","logCPM","LR","PValue","P.Adjust","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name","col"
"3667","ENSG00000277654",-0.070045856968875,4.72463093011621,0.0469476092982291,0.828462434992754,0.952790776759355,"chr15",94841059,95169864,0.378882988753247,0.472611463940854,"0.3781749054833712",328806,2437,"5","lincRNA",37.89,"RP11-255M2.3","not"
"104","ENSG00000177738",-0.0257049529089419,7.76946855516824,0.0460835541214948,0.830023986865651,0.953724659636136,"chr5",43014414,43067419,0.433309436667547,0.511861990244368,"0.4329944547134935",53006,2779,"6","sense_overlapping",43.33,"CTD-2201E18.3","not"
"773","ENSG00000225938",-0.0335424999630628,6.41275036995447,0.0460940770943665,0.830004877657798,0.953724659636136,"chr1",101235683,101236528,0.600472813238771,0.620352753941336,".",846,401,"8","antisense",60.05,"RP4-575N6.4","not"
"128","ENSG00000180385",-0.0270087824905486,7.38616937111217,0.0455170862372114,0.83105605371702,0.953816287591599,"chr3",9986893,10006990,0.439844760672704,0.506495749511933,"0.43273167120552697",20098,4305,"6","transcribed_unprocessed_pseudogene",43.98,"EMC3-AS1","not"
"1240","ENSG00000233060",0.0632875895688338,4.06410123354605,0.045351820001116,0.831358421676129,0.953816287591599,"chr2",70089721,70096100,0.468808777429467,0.489021187165703,"0.45013678189505096",6380,445,"5","lincRNA",46.88,"AC016700.2","not"
"1887","ENSG00000247828",0.0251159690403139,8.16472036930676,0.0457096693150447,0.830704430532851,0.953816287591599,"chr5",88268895,88436685,0.372922266390927,0.41277379939926,"0.37138801155689566",167791,4503,"2","antisense",37.29,"TMEM161B-AS1","not"
"2440","ENSG00000259674",-0.0424430024442051,5.35622830027251,0.0457248978331961,0.830676658982699,0.953816287591599,"chr15",59406963,59408154,0.51258389261745,0.505002386897767,".",1192,800,"6","processed_pseudogene",51.26,"RP11-356M20.1","not"
"2531","ENSG00000260448",0.0445210265726096,5.24782111778697,0.0453877576342165,0.8312926219264,0.953816287591599,"chr16",25085592,25111555,0.454436912648282,0.46490196896414,"0.4411499368497023",25964,1163,"4","lincRNA",45.44,"LCMT1-AS1","not"
"283","ENSG00000203288",-0.05203934962599,4.99750290237467,0.0429418854193955,0.835834737803239,0.954916693234178,"chr1",151790804,151794402,0.427896637954988,0.501183225063023,".",3599,1138,"6","antisense",42.79,"RP11-98D18.9","not"
"322","ENSG00000205537",0.0723758106047246,4.0178317356515,0.0435193930209152,0.834750344013916,0.954916693234178,"chr12",47882649,47901525,0.494887958891773,0.503458570976681,"0.495822693254978",18877,1283,"6","antisense",49.49,"RP11-89H19.1","not"
"345","ENSG00000206659",0.074860142381876,4.20090196002575,0.0432580179862043,0.835240195682912,0.954916693234178,"chr1",175022479,175022580,0.42156862745098,0.42156862745098,".",102,101,"3","misc_RNA",42.16,"Y_RNA","not"
"414","ENSG00000213300",-0.0283152425992855,5.87211823001772,0.0430799141844886,0.835574870972557,0.954916693234178,"chr3",75214631,75215636,0.439363817097416,0.439363817097416,".",1006,1005,"3","processed_pseudogene",43.94,"HNRNPA3P6","not"
"515","ENSG00000215580",0.23111949679348,6.58324813068284,0.0443993231101985,0.833112424672914,0.954916693234178,"chrY",19455431,19503153,0.394086708714875,0.445794948849344,"0.3942259681560763",47723,7366,"4","transcribed_unprocessed_pseudogene",39.41,"BCORP1","not"
"630","ENSG00000223804",0.0360865188165315,7.18494073549533,0.0441117885281699,0.833645768004566,0.954916693234178,"chr1",120267334,120341871,0.399165526308728,0.525798806050118,"0.39481876654278153",74538,1101,"6","transcribed_unprocessed_pseudogene",39.92,"CH17-472G23.2","not"
"932","ENSG00000228283",-0.0517706689096921,4.715714552723,0.0436730934662251,0.834463005376596,0.954916693234178,"chr6",146802359,146803824,0.371759890859482,0.371759890859482,".",1466,1465,"1","transcribed_processed_pseudogene",37.18,"KATNBL1P6","not"
"1146","ENSG00000231686",-0.0467078942950859,5.23991560078594,0.0438146075895531,0.834198914963162,0.954916693234178,"chrX",146619597,146620584,0.639676113360324,0.639676113360324,".",988,987,"8","processed_pseudogene",63.97,"RP1-203P18.1","not"
"1302","ENSG00000233913",0.0535768096482526,10.7492470828153,0.044056761907683,0.833748042724136,0.954916693234178,"chr5",168616352,168616996,0.541085271317829,0.541085271317829,".",645,644,"7","processed_pseudogene",54.11,"RPL10P9","not"
"1337","ENSG00000234426",-0.16117281113601,5.56308879853556,0.0441793559557766,0.833520275490761,0.954916693234178,"chr6",88298950,88421033,0.389608793945153,0.518026362094891,"0.38769464793242864",122084,302,"6","lincRNA",38.96,"RP11-459O1.2","not"
"1450","ENSG00000236213",-0.0333692419078291,6.82539986069186,0.0430612450307279,0.835609993979167,0.954916693234178,"chr2",37600136,37646698,0.408693597921096,0.481637122489205,"0.40736913728251734",46563,543,"5","antisense",40.87,"AC006369.2","not"
"1479","ENSG00000236682",-0.0533453573833449,6.33010722660965,0.0446673355927771,0.832616914332341,0.954916693234178,"chr2",127389130,127400580,0.442406776700725,0.466178192221744,".",11451,2688,"4","lincRNA",44.24,"AC068282.3","not"
"2964","ENSG00000268061",0.0370881630135377,5.95206269619325,0.0436536344093383,0.834499354327543,0.954916693234178,"chr19",47484282,47501597,0.569011319011319,0.575501084786071,"0.5669692063458932",17316,1890,"7","antisense",56.9,"NAPA-AS1","not"
"3776","ENSG00000282850",0.0591745512482325,5.59701639965536,0.0434571535985242,0.834866849454672,0.954916693234178,"chrX",119998123,119999723,0.494066208619613,0.558282099141228,".",1601,335,"7","unprocessed_pseudogene",49.41,"RHOXF1P2","not"
"3341","ENSG00000272894",0.044673724024013,5.42790790422533,0.0426133404582458,0.836455047237886,0.955338231535819,"chr7",7552462,7566996,0.414723082215342,0.48461580674157,"0.36408419167039857",14535,1725,"5","lincRNA",41.47,"RP5-1159O4.1","not"
"2358","ENSG00000258695",0.0702983775049068,4.15115368829706,0.0421172923782933,0.837396353644008,0.956126025893925,"chr14",73522878,73530610,0.456485193327299,0.479594653249221,".",7733,517,"5","antisense",45.65,"RP3-414A15.2","not"
"234","ENSG00000198590",-0.0437573185199847,5.23418604651128,0.0412022463570736,0.839148034573162,0.956443490416769,"chr3",37386269,37435497,0.421905787239229,0.435806251474165,"0.41986331390524284",49229,3065,"3","lincRNA",42.19,"C3orf35","not"
"489","ENSG00000214975",0.0402693806160371,6.35958494431954,0.0410445604008913,0.839451933333444,0.956443490416769,"chr6",24976419,24976982,0.476950354609929,0.48480031035363,".",564,497,"5","processed_pseudogene",47.7,"PPIAP29","not"
"733","ENSG00000225377",0.0578749176493044,4.49820198503731,0.04064690333729,0.840221023414219,0.956443490416769,"chr20",320313,348224,0.520027228432215,0.501474791532325,"0.4924812030075188",27912,871,"6","antisense",52,"NRSN2-AS1","not"
"830","ENSG00000226608",0.0553625263059396,5.50101213817325,0.0405131226240485,0.840480642009505,0.956443490416769,"chr20",4023917,4024444,0.556818181818182,0.556818181818182,".",528,527,"7","processed_pseudogene",55.68,"FTLP3","not"
"998","ENSG00000229180",0.0159570352024361,9.91779626397924,0.0404613464421146,0.840581240013148,0.956443490416769,"chr7",66526088,66542624,0.516841023160186,0.537085363845968,"0.4623893805309734",16537,7426,"7","lincRNA",51.68,"GS1-124K5.11","not"
"1187","ENSG00000232354",-0.0655183238897555,4.54077558674329,0.0411585467184068,0.839232193551744,0.956443490416769,"chr3",42506465,42533258,0.529558856460402,0.512655667143829,"0.541790228565404",26794,5340,"6","antisense",52.96,"VIPR1-AS1","not"
"1613","ENSG00000239827",0.0563633342317812,4.72318040334467,0.0415167761568966,0.838543663223216,0.956443490416769,"chr13",40882577,40921774,0.40634726261544,0.349243537603407,"0.4061696818053435",39198,1756,"1","transcribed_unprocessed_pseudogene",40.63,"SUGT1P3","not"
"2423","ENSG00000259512",0.0745868416469324,4.39874756712387,0.0410344961778435,0.839471350127281,0.956443490416769,"chr15",67627852,67629135,0.477414330218069,0.464791972398709,".",1284,964,"4","processed_pseudogene",47.74,"HNRNPA1P5","not"
"2820","ENSG00000266389",-0.0407053641750463,6.08552778791698,0.0404344115481194,0.840633599372113,0.956443490416769,"chr17",8965896,8967070,0.573617021276596,0.541979893931257,".",1175,400,"7","lincRNA",57.36,"CTB-41I6.1","not"
"3190","ENSG00000271971",-0.0387258362215929,6.13337203025386,0.040910460878365,0.839710853875462,0.956443490416769,"chr8",93715378,93716113,0.313858695652174,0.313858695652174,".",736,735,"1","antisense",31.39,"CTD-2006H14.2","not"
"3268","ENSG00000272468",-0.0777358385974894,3.91462584886137,0.0411133953708713,0.839319197179081,0.956443490416769,"chr6",27122657,27123221,0.435398230088496,0.435398230088496,".",565,564,"3","lincRNA",43.54,"RP1-86C11.7","not"
"3324","ENSG00000272787",0.0979656263361374,4.07240070803259,0.0404033776653989,0.840693949350809,0.956443490416769,"chr22",23969211,23969873,0.526395173453997,0.526395173453997,".",663,662,"6","lincRNA",52.64,"KB-226F1.2","not"
"2624","ENSG00000261360",0.0433926189701503,5.42080160156341,0.0400818038336581,0.841320722124742,0.956870157030563,"chr5",14661808,14664604,0.481229889166965,0.481229889166965,"0.3978685612788632",2797,2796,"5","antisense",48.12,"CTD-2165H16.4","not"
"505","ENSG00000215256",-0.0254722621180896,8.36025088997433,0.0399284700652913,0.841620502496549,0.9569247771431,"chr14",23938731,23988839,0.439881059290746,0.485137667657499,"0.43448275862068964",50109,3630,"5","antisense",43.99,"DHRS4-AS1","not"
"434","ENSG00000213693",0.0394403780349788,5.62493089551899,0.0394336256649694,0.842592069367137,0.957742959229812,"chr11",43897456,43899636,0.500229252636405,0.500229252636405,".",2181,2180,"5","processed_pseudogene",50.02,"SEC14L1P1","not"
"3715","ENSG00000278763",-0.0852858576812441,3.76621317366567,0.0387432908802623,0.84395810474586,0.95900889570673,"chr9",67725690,67725902,0.525821596244131,0.525821596244131,".",213,212,"6","processed_pseudogene",52.58,"FAM27B","not"
"177","ENSG00000186152",0.066182340353974,5.21983565679803,0.0380572509996284,0.845328223516601,0.959418506296387,"chr19",54696604,54700905,0.554393305439331,0.597806145786717,"0.5316580927228377",4302,1363,"8","unprocessed_pseudogene",55.44,"LILRP1","not"
"3318","ENSG00000272750",0.0488101975850315,5.40724090466527,0.0383607799095387,0.844720464933636,0.959418506296387,"chr1",222658867,222661512,0.341269841269841,0.341269841269841,".",2646,2645,"1","antisense",34.13,"RP11-378J18.8","not"
"3448","ENSG00000273654",0.0579834700588647,4.27455471599502,0.0381819044108624,0.845078325516252,0.959418506296387,"chr19",18022403,18032099,0.507064040424874,0.503440905580844,".",9697,1734,"6","transcribed_processed_pseudogene",50.71,"CTB-52I2.4","not"
"3510","ENSG00000274602",0.0629358979219792,9.24827060185976,0.0381218073521268,0.84519875169696,0.959418506296387,"chr22",18533646,18577968,0.558310583669878,0.591039902396383,"0.5694725747137069",44323,5937,"8","transcribed_unprocessed_pseudogene",55.83,"PI4KAP1","not"
"841","ENSG00000226816",0.0803097175665835,4.77349459732889,0.0379262735748398,0.845591257676025,0.95943055833629,"chr7",23206013,23208045,0.46581406787998,0.46581406787998,".",2033,2032,"4","lincRNA",46.58,"AC005082.12","not"
"284","ENSG00000203414",0.056730954395366,4.60435958023502,0.0374699289215528,0.846511409084279,0.960019564244726,"chr10",13156684,13158136,0.449415003441156,0.449415003441156,".",1453,1452,"4","processed_pseudogene",44.94,"BTBD7P1","not"
"2486","ENSG00000260103",0.0657548278996794,4.26162595485223,0.0374184776610775,0.846615516797769,0.960019564244726,"chr15",74478070,74490286,0.480396169272325,0.499241256928493,".",12217,3383,"5","transcribed_processed_pseudogene",48.04,"RP11-10O17.1","not"
"2895","ENSG00000267359",0.0612807331898731,4.70511578504384,0.0372344051338018,0.846988582867522,0.960156159701596,"chr17",35553205,35554767,0.395393474088292,0.391719614675138,".",1563,455,"2","antisense",39.54,"RP11-1094M14.12","not"
"623","ENSG00000223749",0.0547047526728542,4.92010299104128,0.0367576160593615,0.847959378116913,0.960208326654325,"chrX",134543337,134546711,0.529777777777778,0.505897906168266,"0.5397921452111573",3375,1752,"6","lincRNA",52.98,"MIR503HG","not"
"1853","ENSG00000246465",0.066070605133351,4.32505777166029,0.0367156776491697,0.848045080920434,0.960208326654325,"chr16",28284885,28292064,0.491643454038997,0.518331740899272,".",7180,2479,"6","lincRNA",49.16,"RP11-57A19.2","not"
"2114","ENSG00000253636",-0.0454930004080854,5.22508273562823,0.0367453598984753,0.847984418823117,0.960208326654325,"chr8",73052178,73063061,0.416207276736494,0.417569960082644,".",10884,3547,"3","antisense",41.62,"RP11-531A24.5","not"
"3160","ENSG00000271730",0.0756218509536509,3.87072548512627,0.0369841209581239,0.847497380113384,0.960208326654325,"chr6",108998482,108999125,0.335403726708075,0.335403726708075,".",644,643,"1","antisense",33.54,"RP11-787I22.3","not"
"63","ENSG00000165178",0.0311969248042554,12.9153740540897,0.0352801035871551,0.851009928790783,0.960286889834293,"chr7",75156639,75172044,0.54173698559003,0.62245709725032,"0.5373903484912289",15406,1416,"8","unprocessed_pseudogene",54.17,"NCF1C","not"
"307","ENSG00000204745",-0.0452288095446122,6.12959675100408,0.035189708124534,0.851198692746017,0.960286889834293,"chr2",87125390,87196647,0.384925201380898,0.455183837760672,"0.38191175184794535",71258,3788,"4","unprocessed_pseudogene",38.49,"AC083899.3","not"
"691","ENSG00000224858",-0.0410574922188954,5.99479369396014,0.0348529757160492,0.851904075906666,0.960286889834293,"chr3",37016523,37017014,0.558943089430894,0.558943089430894,".",492,491,"7","processed_pseudogene",55.89,"RPL29P11","not"
"1391","ENSG00000235290",0.065448845005329,4.51786506018897,0.0352021202758692,0.851172758817537,0.960286889834293,"chr6",29956596,29958570,0.532658227848101,0.560510423072591,"0.5146585051081779",1975,766,"7","unprocessed_pseudogene",53.27,"HLA-W","not"
"1570","ENSG00000238039",0.0450897745344753,5.75615257155073,0.0349868237306339,0.851623272126704,0.960286889834293,"chrX",149511509,149526264,0.449579831932773,0.529948267623616,".",14756,653,"6","lincRNA",44.96,"AF011889.2","not"
"2023","ENSG00000251102",0.051421759756814,4.08048686099925,0.0350832887319257,0.851421239844213,0.960286889834293,"chr5",98576341,98577260,0.568478260869565,0.568478260869565,".",920,919,"7","processed_pseudogene",56.85,"CTBP2P4","not"
"2039","ENSG00000251408",-0.06839896026856,4.21104738502856,0.0362233868646058,0.849054914832902,0.960286889834293,"chr4",6202328,6206649,0.476168440536789,0.478517226805795,".",4322,4119,"5","lincRNA",47.62,"RP11-586D19.2","not"
"2854","ENSG00000267030",-0.0661707238398719,3.99561405520729,0.0361947857437599,0.84911380213277,0.960286889834293,"chr19",4447304,4448217,0.638949671772429,0.646556673508346,".",914,538,"8","antisense",63.89,"CTB-50L17.7","not"
"2869","ENSG00000267128",-0.0499078817524228,5.39434074085601,0.0349675678245092,0.851663635395916,0.960286889834293,"chr17",76140556,76154650,0.526073075558709,0.521526135472711,"0.5277216826323772",14095,2349,"6","antisense",52.61,"RP11-449J21.5","not"
"3168","ENSG00000271797",0.0773152132825758,3.70739045456273,0.0360483001149703,0.849415782336845,0.960286889834293,"chr5",115262505,115263448,0.536016949152542,0.536016949152542,".",944,943,"6","antisense",53.6,"CTC-428G20.6","not"
"3187","ENSG00000271959",-0.0562375209462559,4.55884773736848,0.0349020589539464,0.851801038016026,0.960286889834293,"chr8",141434545,141437954,0.632844574780059,0.62960448056026,"0.8038461538461539",3410,2958,"8","antisense",63.28,"CTD-3064M3.7","not"
"3565","ENSG00000275569",0.0713166599080431,4.22649031521185,0.0350830406296154,0.851421759090358,0.960286889834293,"chr14",56305838,56306394,0.324955116696589,0.324955116696589,".",557,556,"1","antisense",32.5,"RP11-930O11.3","not"
"3647","ENSG00000277250",0.0676609572700467,4.04959627060621,0.0353135191442675,0.850940213756982,0.960286889834293,"chr3",128673681,128674021,0.501466275659824,0.501466275659824,".",341,340,"6","misc_RNA",50.15,"Metazoa_SRP","not"
"3674","ENSG00000277744",-0.0382472512284922,5.26651172116704,0.0355035935986336,0.850544308527728,0.960286889834293,"chr19",41373971,41374419,0.532293986636971,0.532293986636971,".",449,448,"6","sense_intronic",53.23,"CTC-435M10.12","not"
"3775","ENSG00000282826",-0.0307842160118988,8.68042940054997,0.0350802450754202,0.851427609956179,0.960286889834293,"chr20",28580709,28602664,0.352432137001275,0.383509210307127,"0.3458007308291712",21956,760,"1","unprocessed_pseudogene",35.24,"FRG1CP","not"
"1038","ENSG00000229961",-0.042822400767826,6.07492961394178,0.0345532807712914,0.85253484516353,0.960428259178002,"chr1",157185388,157187405,0.49603567888999,0.424399916702449,".",2018,469,"3","lincRNA",49.6,"RP11-71G12.1","not"
"2374","ENSG00000258867",0.0464034591394414,5.47510642375195,0.0345720441093249,0.852495271032174,0.960428259178002,"chr14",88024550,88097619,0.392979334884357,0.424611141040465,"0.39649670499802464",73070,2796,"3","lincRNA",39.3,"LINC01146","not"
"16","ENSG00000117242",0.0204007984917544,7.9853266727553,0.029702409756041,0.863167196501857,0.960759145293344,"chr1",20642657,20652193,0.492922302610884,0.510211572842936,"0.4817518248175183",9537,4440,"6","antisense",49.29,"PINK1-AS","not"
"53","ENSG00000160766",0.0286533478236415,7.01446133523024,0.0329274548984699,0.856007125670915,0.960759145293344,"chr1",155213821,155227422,0.492942214380238,0.536571822107264,"0.4907332712103578",13602,3763,"7","transcribed_unprocessed_pseudogene",49.29,"GBAP1","not"
"154","ENSG00000183506",0.0312059982220393,9.42757750128478,0.0328412275491132,0.856193729211734,0.960759145293344,"chr22",21473000,21517533,0.557686262181704,0.587139684760808,"0.5667456779015586",44534,7567,"8","transcribed_unprocessed_pseudogene",55.77,"PI4KAP2","not"
"207","ENSG00000196741",0.0262173804827495,6.26171267603039,0.0310326590359864,0.860167545781293,0.960759145293344,"chrX",47483571,47484823,0.399840383080607,0.399840383080607,".",1253,1252,"2","lincRNA",39.98,"LINC01560","not"
"310","ENSG00000204850",0.0876099338265664,3.88027445139965,0.0329570470983072,0.855943143735474,0.960759145293344,"chr19",46494508,46496502,0.630576441102757,0.630576441102757,".",1995,1994,"8","antisense",63.06,"CTB-158D10.3","not"
"375","ENSG00000208028",0.0533570686855148,4.87287580246821,0.029774417717789,0.863003071724167,0.960759145293344,"chr12",57519163,57519259,0.402061855670103,0.402061855670103,".",97,96,"2","miRNA",40.21,"MIR616","not"
"397","ENSG00000212664",0.0570253954023614,4.78261748268939,0.0293601053865586,0.863950212736819,0.960759145293344,"chr15",71341158,71341712,0.461261261261261,0.461261261261261,".",555,554,"4","processed_pseudogene",46.13,"RP11-592N21.1","not"
"403","ENSG00000213057",0.0344334251004713,6.23362682522273,0.0295525484525001,0.86350942726864,0.960759145293344,"chr1",178542752,178548889,0.492505702183122,0.48859174471625,"0.517404383326171",6138,2771,"5","lincRNA",49.25,"C1orf220","not"
"486","ENSG00000214837",-0.0594763363989732,4.38398655034695,0.033394663382893,0.855000406098303,0.960759145293344,"chr1",243056307,243101744,0.455323737840574,0.5281251967564,"0.4484679449343536",45438,3823,"6","transcribed_unprocessed_pseudogene",45.53,"LINC01347","not"
"685","ENSG00000224738",0.0580352551809426,4.09287360737367,0.0293923634566227,0.863876223008523,0.960759145293344,"chr17",59106598,59118267,0.421850899742931,0.579255805687768,".",11670,1336,"7","antisense",42.19,"AC099850.1","not"
"725","ENSG00000225231",0.117722737431196,5.84824691230182,0.0302966033039525,0.861818941424303,0.960759145293344,"chr12",9936579,9943495,0.365331791238976,0.469042928209403,"0.3451005581634457",6917,974,"4","lincRNA",36.53,"AC091814.2","not"
"837","ENSG00000226721",-0.0285190466120449,7.67515692573661,0.0296394392221089,0.863310890624607,0.960759145293344,"chr9",92836826,92837668,0.587188612099644,0.587188612099644,".",843,842,"8","processed_pseudogene",58.72,"EEF1DP2","not"
"856","ENSG00000227036",-0.0777101225783281,4.96905878941255,0.0302892737129241,0.861835489255415,0.960759145293344,"chr17",72323123,72640472,0.473332282968332,0.510435684918945,"0.4750019866681262",317350,8650,"6","lincRNA",47.33,"LINC00511","not"
"1051","ENSG00000230084",0.0458957271079578,4.853636464232,0.0293763336134418,0.86391298513121,0.960759145293344,"chr3",42601963,42654388,0.389692137489032,0.552116254798253,"0.35680453688283004",52426,780,"7","antisense",38.97,"RP4-613B23.1","not"
"1058","ENSG00000230155",0.0206210426287496,7.99011051269985,0.0312325504823008,0.85972256960566,0.960759145293344,"chr20",35476203,35490982,0.451150202976996,0.484922136270371,"0.4693740183980256",14780,835,"5","antisense",45.12,"RP3-477O4.14","not"
"1148","ENSG00000231728",-0.0648668764330086,3.88398156845055,0.0337044864275526,0.85433682155962,0.960759145293344,"chrX",103917411,103919548,0.529934518241347,0.48119163596208,"0.6028947510543552",2138,1307,"5","antisense",52.99,"LL0XNC01-116E7.2","not"
"1321","ENSG00000234222",-0.0714758631088473,4.09658233689649,0.0318525910465723,0.858351569147795,0.960759145293344,"chr1",145926590,145959179,0.443510279226757,0.486058289175155,"0.44171708378521",32590,3423,"5","antisense",44.35,"RP11-315I20.1","not"
"1371","ENSG00000234961",0.0626649741793992,4.0421404998344,0.033010938368875,0.855826700428821,0.960759145293344,"chr10",17233325,17234833,0.454605699138502,0.455951473577236,".",1509,704,"4","antisense",45.46,"RP11-124N14.3","not"
"1372","ENSG00000234964",-0.0440259671146255,5.02721743568472,0.0302649581965682,0.861890400555603,0.960759145293344,"chr11",59781318,59781722,0.444444444444444,0.444444444444444,".",405,404,"4","processed_pseudogene",44.44,"FABP5P7","not"
"1382","ENSG00000235128",0.0497817961719466,4.10859702401375,0.0295743129679522,0.86345966936859,0.960759145293344,"chr2",126679622,126680420,0.461827284105131,0.461827284105131,".",799,798,"4","processed_pseudogene",46.18,"AC013474.4","not"
"1405","ENSG00000235508",0.0806878160473234,5.14095704383215,0.0332204342806222,0.855374971073958,0.960759145293344,"chr20",45640486,45641370,0.605649717514124,0.605649717514124,".",885,884,"8","processed_pseudogene",60.56,"RPS2P7","not"
"1447","ENSG00000236114",0.0787447320124768,3.84641600731405,0.0317528674050038,0.858571137761828,0.960759145293344,"chr10",43523256,43525217,0.375127420998981,0.375127420998981,".",1962,1961,"1","unprocessed_pseudogene",37.51,"RP11-517P14.7","not"
"1678","ENSG00000241333",0.0440232613513002,5.35230010181703,0.0301764288839479,0.862090516974814,0.960759145293344,"chr22",37669464,37669739,0.543478260869565,0.543478260869565,".",276,275,"7","misc_RNA",54.35,"RN7SL385P","not"
"1892","ENSG00000248008",-0.0379222262275765,5.55446302606774,0.0316531309643437,0.858791090652907,0.960759145293344,"chr12",120490328,120495940,0.462497773026902,0.507539634394814,".",5613,1899,"6","antisense",46.25,"NRAV","not"
"1903","ENSG00000248429",-0.0356170998607601,6.23530236449821,0.0323596846686485,0.857240513321603,0.960759145293344,"chr4",158170752,158202877,0.388626034987238,0.436787633410097,"0.379541429355147",32126,5631,"3","antisense",38.86,"RP11-597D13.9","not"
"1944","ENSG00000249348",-0.052400876725235,4.64669527875579,0.0324802993530113,0.856977568829004,0.960759145293344,"chr4",39528019,39594707,0.42239349817811,0.427955764781227,"0.42223927730039273",66689,2782,"3","antisense",42.24,"UGDH-AS1","not"
"2006","ENSG00000250731",0.0457094752866975,4.76103583095977,0.0312100352592779,0.859772616976451,0.960759145293344,"chr19",53479350,53480091,0.495956873315364,0.495956873315364,".",742,741,"5","processed_pseudogene",49.6,"TPM3P6","not"
"2015","ENSG00000250903",-0.0306221877047363,7.37848819336914,0.032791387779838,0.856301702242729,0.960759145293344,"chr6",2245748,2482022,0.420933234578352,0.465954249917447,"0.41866506043117124",236275,13160,"4","lincRNA",42.09,"GMDS-AS1","not"
"2245","ENSG00000256073",0.0467167781204914,5.26135386991656,0.0318972398023334,0.858253377763364,0.960759145293344,"chr21",32393130,32393960,0.54632972322503,0.54632972322503,".",831,830,"7","lincRNA",54.63,"URB1-AS1","not"
"2319","ENSG00000257764",0.0446978899847493,7.837174916098,0.0315770903368957,0.858959026477344,0.960759145293344,"chr12",69353493,69354225,0.405184174624829,0.370354276080433,".",733,597,"1","antisense",40.52,"RP11-1143G9.4","not"
"2454","ENSG00000259834",-0.0236973707881238,10.3619134241353,0.0305211702800108,0.861312938245194,0.960759145293344,"chr1",110653560,110657040,0.310255673656995,0.310255673656995,".",3481,3480,"1","lincRNA",31.03,"RP11-284N8.3","not"
"2481","ENSG00000260081",0.0609191319840253,4.17716466985715,0.0337966959595519,0.854139934829092,0.960759145293344,"chrX",153599340,153604353,0.544874351814918,0.618848889483259,".",5014,785,"8","antisense",54.49,"RP11-66N11.8","not"
"2689","ENSG00000262370",0.0221270058953268,9.75638516047123,0.0300081586495651,0.862471719433856,0.960759145293344,"chr16",3076911,3087100,0.477526987242395,0.511450448177835,"0.40956938745470667",10190,1428,"6","lincRNA",47.75,"RP11-473M20.9","not"
"3073","ENSG00000270060",-0.0266731056253195,6.28083014972406,0.0295307197605155,0.86355935083985,0.960759145293344,"chr11",47168281,47169563,0.487139516757599,0.451230794130267,".",1283,572,"4","sense_intronic",48.71,"RP11-390K5.6","not"
"3224","ENSG00000272181",-0.0505584215501171,5.03394785165222,0.0318379050582962,0.858383882039131,0.960759145293344,"chr3",64019508,64019925,0.294258373205742,0.294258373205742,".",418,417,"1","antisense",29.43,"RP11-245J9.6","not"
"3230","ENSG00000272221",-0.0383527273676044,7.78795194709253,0.0297080957143692,0.863154229287227,0.960759145293344,"chr6",31394289,31395495,0.444904722452361,0.444904722452361,".",1207,1206,"4","lincRNA",44.49,"XXbac-BPG181B23.7","not"
"3243","ENSG00000272316",0.0302806962046314,6.92577832697839,0.0303671593855341,0.861659754117241,0.960759145293344,"chr6",57908560,57913911,0.346225710014948,0.346225710014948,".",5352,5351,"1","lincRNA",34.62,"XXbac-BPGBPG55C20.2","not"
"3276","ENSG00000272509",-0.0621265177175457,4.05483806769177,0.0323350076373004,0.8572943724749,0.960759145293344,"chr8",94884609,94885070,0.285714285714286,0.285714285714286,".",462,461,"1","antisense",28.57,"RP11-347C18.5","not"
"3587","ENSG00000276007",0.0413159182211343,5.2826718427432,0.0331106584042402,0.855611493184654,0.960759145293344,"chr16",78123243,78124332,0.373394495412844,0.373394495412844,".",1090,1089,"1","sense_intronic",37.34,"RP11-358L22.3","not"
"3604","ENSG00000276337",-0.0671677464306271,4.08324551803485,0.0333679279553962,0.855057817342196,0.960759145293344,"chr16",87470370,87474370,0.473381654586353,0.473381654586353,".",4001,4000,"5","sense_intronic",47.34,"RP11-106D4.2","not"
"3622","ENSG00000276698",-0.0368230530251694,5.64591065358352,0.0318419403301391,0.858375002653672,0.960759145293344,"chr14",24198433,24199090,0.468085106382979,0.468085106382979,".",658,657,"4","lincRNA",46.81,"RP11-468E2.10","not"
"3696","ENSG00000278175",0.0299429444509533,5.88819326826998,0.0297639836975065,0.863026840885436,0.960759145293344,"chr9",39807361,39810063,0.481687014428413,0.475016410982805,"0.5262430939226519",2703,2604,"5","lincRNA",48.17,"GLIDR","not"
"3712","ENSG00000278730",-0.0160265970017454,9.77462880047457,0.0312675963723166,0.859644705770914,0.960759145293344,"chr17",68126666,68129586,0.435124957206436,0.435124957206436,".",2921,2920,"3","lincRNA",43.51,"RP11-147L13.11","not"
"3761","ENSG00000281404",-0.0263097007695425,7.17679880298263,0.0321216749587734,0.857760871550209,0.960759145293344,"chr7",30390885,30412375,0.388069424410218,0.476756005579866,"0.3849103633400441",21491,813,"5","lincRNA",38.81,"LINC01176","not"
"33","ENSG00000133624",-0.0119170792331497,10.4749931997825,0.0289864316550137,0.864810369217724,0.961082961107939,"chr7",149547154,149624752,0.463588448304746,0.516939656619323,"0.4542676032852216",77599,4002,"6","transcribed_unprocessed_pseudogene",46.36,"ZNF767P","not"
